danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,songName,duration_min,cluster
0.4993924665856621,0.5096045197740113,9,1,0.5499530209240269,0.2415049347201646,0,0.5815400042436023,0.2301237675687014,0.4648748702427556,4s7QLoImIwmPi9L6dq1nVW,TSU,0.4945812055705446,0
0.6597812879708385,0.5231638418079095,4,1,0.0439737704932223,0.4798588309324034,0,0.1969214044748624,0.6916299559471365,0.3395950323298773,7f1w2rZoIf7g56McEUTh5W,Jail pt 2,0.4807631676071284,6
0.3657351154313487,0.5220338983050847,4,1,0.1120890333888548,0.5667255842186416,0,0.1919395155046628,0.5867421858611285,0.3397701264429631,42ZrMq4BKsWDrrbMnMRYaK,Jail,0.4807631676071284,3
0.7715674362089916,0.496045197740113,4,1,0.0921289438545647,0.0830260775052716,0,0.329492979341052,0.1787287602265575,0.3403454356716736,3SYLoL8KHxdQPYIkfwmUjN,Remote Control,0.3432629509213004,5
0.5321992709599028,0.6180790960451977,7,1,0.3311569592628013,0.1567568827335908,0,0.6528482459676404,0.4084329767149149,0.2759733356679215,73uxnSsFMeJ15POpd3zgrV,Believe What I Say,0.4099720681293569,4
0.4933171324422842,0.6271186440677966,9,1,0.2006257706361406,0.354855454252207,0,0.1925411936637991,0.6937277113488566,0.6956801780957265,4ZtFanR9U6ndgddUvNcjcG,good 4 u,0.3080994531204783,6
0.8080194410692588,0.6531073446327684,1,1,0.1532656815989593,0.0224312203348713,0,0.2923270780853119,0.171386616320537,0.4397613717373088,7BxOnIN2GIDEss4Eg3weRL,Racks to the Ceiling,0.2905957478792277,5
0.6731470230862697,0.5672316384180791,1,1,0.4384127917685734,0.0060642527949642,0,0.4135325193656904,0.1231382420809733,0.4906449716722738,7Bpx2vsWfQFBACRz4h3IqH,family ties (with Kendrick Lamar),0.4233966601565376,5
0.6464155528554071,0.6621468926553672,11,1,0.0301429662845993,0.0201006489052405,0,0.2618314245620522,0.3486469477658904,0.1211338594494541,55sgQENF3LY1sUcJUwasLl,Don’t Go (with Justin Bieber & Don Toliver),0.2900019785937507,2
0.8323207776427703,0.4666666666666667,7,1,0.1176173285464367,0.3103627269592557,0,0.2342671271421795,0.2710299979022445,0.4834285928686668,1ayV64ur8VWgc6OPtPRl1q,Options (feat. JID),0.2726640245248925,5
0.669501822600243,0.3706214689265537,10,0,0.0901042782973534,0.1991309087268777,0,0.2171031712015413,0.3843087895951332,0.2399664819840665,4CGORuRtjSK6xMy8s1VvSS,The Mission,0.3313309743851573,1
0.5565006075334143,0.4135593220338982,8,0,0.0075455546864086,0.1429853242857726,0,0.4183708852399542,0.368575624082232,0.4521367735157648,6413UUgINHbZsCJeJBFlmT,I'm Just Snacking,0.3424425399554927,1
0.5042527339003645,0.8056497175141243,11,0,0.4784832543594735,0.2192585710736889,0,0.5519570520283454,0.4671701279630794,0.2447127831209275,7dltD9eEX7X1zk8JJ9BS0e,Superstar (feat. Matthew Santos),0.4710972447281631,4
0.8639125151883353,0.5977401129943503,2,1,0.0790033343383129,0.1546381814339264,0,0.2085938468985553,0.4535347178518984,0.439930212489213,0xUvi7wldroBzaZCengPa5,24 (feat. Lil Baby),0.3164521274968037,5
0.6622114216281896,0.6214689265536724,4,0,0.165231147079412,0.3188375321579131,0,0.397511380763857,0.8563037549821689,0.1498367872731593,1otG6j1WHNvl9WgXLWkHTo,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",0.357599315021774,6
0.6488456865127582,0.4937853107344633,5,1,0.0031207412702141,0.7372810388416213,0,0.4940133000401996,0.4787077826725403,0.2461823229986118,2WrzwxqDxBWcWYkk9DAJ9j,Candy Wrappers,0.3362864097817188,3
0.5054678007290401,0.8022598870056497,8,0,0.0992736636334595,0.0645933761981918,0,0.5777906347061434,0.844766100272708,0.5476943857323313,0MgOsVty0YR1kas7x16yoS,Freaking Out The Neighborhood,0.3003648106644749,4
0.7047387606318348,0.4711864406779661,0,0,0.1003582513036791,0.1069674021914787,0,0.1927415167501923,0.0497168030207677,0.4649311504933902,7uWdDOhI3wydISWM1AXN0M,My Potna Dem,0.2611790672174133,1
0.4143377885783719,0.8384180790960452,8,1,0.4346068417148953,0.139807272336276,0,0.701610810716802,0.5154185022026432,0.1397376089648186,465eCPwUAz2qz7IdQaxUui,Rare,0.3565183848468502,4
0.5941676792223574,0.6056497175141243,4,0,0.0153832985917383,0.8093168830302091,0,0.284510565825772,0.4682190056639395,0.5334617356829296,3Uw2se3aQU1UFrpRBvBnB4,Sept. 16,0.4192354753616098,3
0.9173754556500608,0.6169491525423729,8,0,0.2122605815531961,0.3336684412555636,0,0.2014419658883303,0.803859869939165,0.2267656365296347,0W6I02J9xcqK8MtSeosEXb,Get Into It (Yuh),0.2299909446396942,6
0.6537059538274606,0.8757062146892656,6,0,0.0816679769989018,0.0594025580140141,0,0.391222601532084,0.9307740717432348,0.2960028515326988,39LLxExYz6ewLAcYrzQQyP,Levitating,0.3517437006792677,6
0.7181044957472662,0.7129943502824858,8,1,0.0390013303228735,0.0113080385116335,0,0.2234030599616023,0.5154185022026432,0.4085008191903148,6OGogr19zPTM4BALXuMQpF,Take My Breath,0.3774473471379182,6
0.307411907654921,0.5570621468926553,5,1,0.0557844501971759,0.4311287010401234,0,0.7828206497079306,0.3843087895951332,0.4911702540115312,2ZDRkJrKbceJRgLKkuex14,4 Da Kidz,0.3188739780652408,4
0.6366950182260026,0.6531073446327684,9,1,0.4422101601914007,0.0587669476241148,0,0.1430550423794053,0.5888399412628487,0.3311905149017598,21AJQhGZpujjZQXByZAXpr,REPEAT IT (with Gunna),0.3294034414090133,6
0.7825030376670719,0.6542372881355931,1,1,0.5212455272794715,0.1525194801342621,0,0.2342671271421795,0.4965387035871617,0.670666733369186,1MIGkQxcdAt2lDx6ySpsc5,SUVs (Black on Black),0.2697643440129457,5
0.534629404617254,0.3661016949152542,10,0,0.032563508332097,0.0806955060756408,0,0.2517177903952979,0.1388714075938745,0.3704241029553386,0xgMhStlvnlNzwewETY4L6,No Limit,0.2420922991433111,1
0.919805589307412,0.6169491525423729,6,0,0.3934656891475451,0.0025683956505181,0,0.1860673801585555,0.7115586322634779,0.5521467788936554,4LH1gsNA3wUS6QKkGZoJN8,XXL,0.2622293207967501,1
0.6998784933171325,0.8033898305084746,1,1,0.3216764957280451,0.2531577918683185,0,0.5281654256049144,0.6276484161946716,0.262972597771302,3f4NZkjWlw6jsS8B7I49hE,Space Hos,0.3608162688158036,4
0.503037667071689,0.6870056497175141,6,1,0.4472600355852225,0.3802798698481792,0,0.8947823029941782,0.896161107614852,0.1992383406080769,4WM1hvYr2NC6bQnQXcj3sH,Meat Grinder,0.2159409323606317,4
